ResponseId,MainBranch,Age,Employment,RemoteWork,Check,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,TechDoc,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,BuildvsBuy,TechEndorse,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,LanguageAdmired,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,DatabaseAdmired,PlatformHaveWorkedWith,PlatformWantToWorkWith,PlatformAdmired,WebframeHaveWorkedWith,WebframeWantToWorkWith,WebframeAdmired,EmbeddedHaveWorkedWith,EmbeddedWantToWorkWith,EmbeddedAdmired,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,MiscTechAdmired,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,ToolsTechAdmired,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,NEWCollabToolsAdmired,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackAsyncAdmired,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,OfficeStackSyncAdmired,AISearchDevHaveWorkedWith,AISearchDevWantToWorkWith,AISearchDevAdmired,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOHow,SOComm,AISelect,AISent,AIBen,AIAcc,AIComplex,AIToolCurrently Using,AIToolInterested in Using,AIToolNot interested in Using,AINextMuch more integrated,AINextNo change,AINextMore integrated,AINextLess integrated,AINextMuch less integrated,AIThreat,AIEthics,AIChallenges,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Knowledge_9,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Frustration,ProfessionalTech,ProfessionalCloud,ProfessionalQuestion,Industry,JobSatPoints_1,JobSatPoints_4,JobSatPoints_5,JobSatPoints_6,JobSatPoints_7,JobSatPoints_8,JobSatPoints_9,JobSatPoints_10,JobSatPoints_11,SurveyLength,SurveyEase,ConvertedCompYearly,JobSat
48567,I am a developer by profession,35-44 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time","Hybrid (some remote, some in-person)",Apples,School or academic work;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Colleague;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification;Coding Bootcamp","Technical documentation;Books;Written Tutorials;Stack Overflow;Coding sessions (live or recorded);How-to videos;Interactive tutorial;Video-based Online Courses;Written-based Online Courses;AI;Certification videos;Online challenges (e.g., daily or weekly coding challenges)",API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine;AI-powered search/dev tool (paid),15,8,"Engineer, site reliability","10,000 or more employees",I have some influence,Start a free trial;Ask developers I know/work with,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Integrated developer community;Quality support system;Reputation for quality and excellence;Frequent updates to features;Connected to an open source project,Finland,EUR European Euro,,Bash/Shell (all shells);Go;JavaScript;TypeScript,Bash/Shell (all shells);Go;JavaScript,Bash/Shell (all shells);Go;JavaScript,BigQuery;Elasticsearch;MongoDB;PostgreSQL;Redis,BigQuery;PostgreSQL;Redis;SQLite,BigQuery;PostgreSQL;Redis,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Amazon Web Services (AWS);Google Cloud,Amazon Web Services (AWS);Google Cloud,Express;Flask;Node.js,Express;Htmx;Node.js,Express;Node.js,Arduino,Arduino,Arduino,NumPy;Pandas,,,APT;Docker;Homebrew;Kubernetes;Make;Nix;npm;Terraform,APT;Docker;Homebrew;Kubernetes;Make;Nix;npm;Pulumi;Terraform,APT;Docker;Homebrew;Kubernetes;Make;Nix;npm;Terraform,Neovim;Visual Studio Code,Neovim,Neovim,MacOS;Other (please specify):,MacOS;Other (please specify):,Azure Devops;Confluence;Jira;Markdown File;Obsidian,Confluence;Markdown File;Obsidian,Confluence;Markdown File;Obsidian,Google Meet;Microsoft Teams;Signal;Slack;Zoom,Slack,Slack,ChatGPT;GitHub Copilot;Google Gemini,Google Gemini,Google Gemini,Stack Overflow;Stack Exchange,Daily or almost daily,Not sure/can't remember,,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques;Learning new-to-everyone technology/techniques,"No, not really",Yes,Indifferent,Increase productivity;Speed up learning,Somewhat trust,Neither good or bad at handling complex tasks,Learning about a codebase;Writing code;Documenting code;Debugging and getting help,Testing code;Committing and reviewing code,Project planning;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data,,Debugging and getting help,Learning about a codebase;Writing code;Documenting code,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Imitating a person's likeness;Energy demand,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge",Yes,People manager,15.0,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Agree,3-5 times a week,10+ times a week,3-5 times a week,30-60 minutes a day,60-120 minutes a day,Amount of technical debt;Number of software tools in use;Tracking my work;Complexity of tech stack for build;Maintaining security of code being produced;Patching/updating core components;Maintaining security of systems/platforms used in work;Reliability of tools/systems used in work,DevOps function;Automated testing;Microservices;Continuous integration (CI) and (more often) continuous delivery;Innersource initiative,Hybrid (on-prem and cloud),Traditional public search engine,Healthcare,0.0,0.0,0.0,40.0,20.0,20.0,10.0,10.0,0.0,Appropriate in length,Neither easy nor difficult,,8.0
48646,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Social Media;Interactive tutorial;Written-based Online Courses;AI;Online challenges (e.g., daily or weekly coding challenges)",API document(s) and/or SDK document(s);User guides or README files found in the source repository;AI-powered search/dev tool (free),16,15,"Developer, back-end",20 to 99 employees,I have some influence,Start a free trial;Ask developers I know/work with;Ask a generative AI tool;Visit developer communities like Stack Overflow,Is set up to be customized and needs to be engineered into a usable product,APIs;Integrated developer community;Reputation for quality and excellence;Connected to an open source project,Finland,EUR European Euro,70000.0,Bash/Shell (all shells);C#;PowerShell;SQL,Bash/Shell (all shells);C#;Go;Python;SQL,Bash/Shell (all shells);C#;SQL,Microsoft SQL Server;PostgreSQL,Cockroachdb;Cosmos DB;DuckDB;PostgreSQL,PostgreSQL,Microsoft Azure,Amazon Web Services (AWS);Microsoft Azure,Microsoft Azure,ASP.NET;ASP.NET CORE,ASP.NET;ASP.NET CORE,ASP.NET;ASP.NET CORE,,,,.NET (5+) ;RabbitMQ,.NET (5+) ;Electron;Opencv;RabbitMQ,.NET (5+) ;RabbitMQ,Ansible;Chocolatey;Docker;MSBuild;Visual Studio Solution,Ansible;Dagger;Docker;Kubernetes;Visual Studio Solution,Ansible;Docker;Visual Studio Solution,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Ubuntu;Windows,Windows;Windows Subsystem for Linux (WSL),Confluence;GitHub Discussions;Jira;Markdown File;Wikis,Confluence;GitHub Discussions;Jira;Markdown File;Wikis,Confluence;GitHub Discussions;Jira;Markdown File;Wikis,Microsoft Teams,Slack,,ChatGPT;GitHub Copilot,ChatGPT;GitHub Copilot,ChatGPT;GitHub Copilot,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,Finding reliable guidance from community-vetted answers,"Yes, somewhat",Yes,Very favorable,Increase productivity;Greater efficiency;Speed up learning,Highly distrust,Bad at handling complex tasks,Writing code;Documenting code;Debugging and getting help;Search for answers,Learning about a codebase;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data,Project planning,Documenting code;Search for answers,,Writing code;Debugging and getting help,,,No,Circulating misinformation or disinformation,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge",Yes,People manager,15.0,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,1-2 times a week,6-10 times a week,1-2 times a week,60-120 minutes a day,30-60 minutes a day,Amount of technical debt;Patching/updating core components,DevOps function;Automated testing;Observability tools;Knowledge sharing community;Microservices;Continuous integration (CI) and (more often) continuous delivery,On-prem,Traditional public search engine,Software Development,20.0,10.0,5.0,15.0,10.0,15.0,10.0,10.0,5.0,Appropriate in length,Easy,,6.0
48695,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification",Books;Written Tutorials;Stack Overflow;Social Media;How-to videos;Video-based Online Courses;Written-based Online Courses,,24,20,"Developer, back-end",20 to 99 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Quality support system;Reputation for quality and excellence,Finland,EUR European Euro,,Go;SQL,Clojure;Go;Java;SQL;Swift,Go;SQL,BigQuery;Cockroachdb;Elasticsearch;Redis,BigQuery;Cockroachdb;Redis,BigQuery;Cockroachdb;Redis,Digital Ocean;Google Cloud,Digital Ocean;Google Cloud,Digital Ocean;Google Cloud,,,,,,,,,,Docker;Homebrew;Kubernetes;Pip;Terraform,Docker;Godot;Homebrew;Kubernetes;Pip;Terraform,Docker;Homebrew;Kubernetes;Pip;Terraform,DataGrip;Goland;IntelliJ IDEA,DataGrip;Goland;IntelliJ IDEA,DataGrip;Goland;IntelliJ IDEA,MacOS,MacOS,Linear;Markdown File,Linear;Markdown File,Linear;Markdown File,Google Meet;Slack;Telegram,Slack;Telegram,Slack;Telegram,ChatGPT;GitHub Copilot,ChatGPT;GitHub Copilot,ChatGPT;GitHub Copilot,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,Showcase expertise with code solutions;Learning new-to-me technology/techniques,Neutral,Yes,Unsure,Increase productivity;Speed up learning;Improve accuracy in coding,Somewhat trust,Neither good or bad at handling complex tasks,Writing code;Debugging and getting help;Search for answers;Generating content or synthetic data,Learning about a codebase;Project planning;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics,Other (please specify):,Search for answers,,Writing code;Debugging and getting help;Generating content or synthetic data,,,Yes,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,,
48737,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Apples,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification;Friend or family member","Technical documentation;Written Tutorials;Stack Overflow;Social Media;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Programming Games",API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine;Other (please specify):,15,12,"Developer, back-end",I don’t know,I have little or no influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,,,Finland,EUR European Euro,72000.0,Bash/Shell (all shells);Python;Scala;SQL,Scala;SQL,Scala;SQL,MongoDB;PostgreSQL;Redis;Snowflake,PostgreSQL,PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS),Amazon Web Services (AWS),Play Framework,,,,,,,,,Docker;Gradle;Homebrew;Make;Maven (build tool);Pip;Podman;Terraform,Homebrew;Podman;Terraform,Homebrew;Podman;Terraform,DataGrip;IntelliJ IDEA,DataGrip;IntelliJ IDEA,DataGrip;IntelliJ IDEA,iOS;MacOS,Android;iOS;MacOS,Confluence;Jira;Miro,Confluence;Miro,Confluence;Miro,Google Chat;Google Meet;Slack;Zoom,Google Meet;Slack;Zoom,Google Meet;Slack;Zoom,,,,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Engage with community by commenting on questions and answers or voting on questions and answers;Learning new-to-me technology/techniques,"Yes, somewhat","No, and I don't plan to",,,,,,,,,,,,,,,,Yes,Individual contributor,15.0,Agree,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,1-2 times a week,1-2 times a week,1-2 times a week,Less than 15 minutes a day,15-30 minutes a day,Amount of technical debt;Complexity of tech stack for deployment;Patching/updating core components;Maintaining security of systems/platforms used in work,DevOps function;Automated testing;Observability tools;Knowledge sharing community;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,Cloud only (single or multi-cloud),Traditional public search engine,Retail and Consumer Services,0.0,0.0,0.0,50.0,10.0,40.0,0.0,0.0,0.0,Appropriate in length,Neither easy nor difficult,,8.0
48763,I am a developer by profession,45-54 years old,"Employed, full-time;Student, part-time","Hybrid (some remote, some in-person)",Apples,Hobby;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Books;Written Tutorials;Stack Overflow;Certification videos,API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base;Traditional public search engine,35,25,"Developer, full-stack","1,000 to 4,999 employees",I have some influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Is set up to be customized and needs to be engineered into a usable product,APIs;Customization;Reputation for quality and excellence;Frequent updates to features,Finland,EUR European Euro,,HTML/CSS;JavaScript;Kotlin;Python;Ruby;Rust,Assembly;C;HTML/CSS;Python;Ruby;Rust;Swift,HTML/CSS;Python;Ruby;Rust,Clickhouse;MySQL;PostgreSQL,Clickhouse;PostgreSQL,Clickhouse;PostgreSQL,Digital Ocean;VMware,Digital Ocean,Digital Ocean,Elm;Node.js;React,,,LLVM's Clang,LLVM's Clang,LLVM's Clang,,,,Ansible;APT;Docker;Gradle;Homebrew;Make;npm;Terraform,Ansible;APT;Docker;Homebrew;Make;npm;Terraform;Unreal Engine,Ansible;APT;Docker;Homebrew;Make;npm;Terraform,IntelliJ IDEA;Visual Studio Code,Visual Studio Code,Visual Studio Code,MacOS,Ubuntu,Markdown File;Wikis,Markdown File;Wikis,Markdown File;Wikis,Mattermost;Rocketchat;Signal;Skype;Whatsapp;Zoom,Signal;Whatsapp,Signal;Whatsapp,ChatGPT;GitHub Copilot,,,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques,"No, not really","No, and I don't plan to",,,,,,,,,,,,,,,,Yes,Individual contributor,25.0,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Neither agree nor disagree,3-5 times a week,10+ times a week,1-2 times a week,30-60 minutes a day,60-120 minutes a day,Amount of technical debt;Complexity of tech stack for deployment;Reliability of tools/systems used in work,DevOps function;Automated testing;Microservices;Continuous integration (CI) and (more often) continuous delivery,On-prem,Traditional public search engine,Government,0.0,0.0,40.0,20.0,30.0,10.0,0.0,0.0,0.0,Too long,Easy,,6.0
48869,I am learning to code,35-44 years old,"Student, full-time",,Apples,,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification",Written Tutorials;Stack Overflow;AI;Programming Games,,20,,Student,,,,,,Finland,,,C#;HTML/CSS;JavaScript;Kotlin;PHP;Python;SQL,HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;PHP;SQL,Cloud Firestore;MariaDB;MySQL;SQLite,MySQL,MySQL,Firebase,,,jQuery,jQuery;Laravel;Node.js;React;Svelte;Vue.js;WordPress,jQuery,,,,,,,Composer;Gradle;Unreal Engine,,,Android Studio;Notepad++;Visual Studio Code,Visual Studio Code,Visual Studio Code,Windows,,Miro;Trello,Trello,Trello,Discord;Microsoft Teams,Discord,Discord,ChatGPT;Codeium,ChatGPT;Codeium,ChatGPT;Codeium,Stack Overflow;Stack Exchange,A few times per week,Not sure/can't remember,,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques,"No, not really",Yes,Very favorable,Increase productivity;Greater efficiency;Speed up learning,Somewhat trust,"Good, but not great at handling complex tasks",Learning about a codebase;Writing code;Debugging and getting help;Search for answers,,Project planning;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data,Writing code,,Learning about a codebase;Debugging and getting help;Search for answers,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities,"AI tools lack context of codebase,  internal architecture, and/or company knowledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Too long,Easy,,
49010,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,Apples,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification","Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;How-to videos;Video-based Online Courses;AI;Online challenges (e.g., daily or weekly coding challenges)",API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base;Traditional public search engine;AI-powered search/dev tool (free);AI-powered search/dev tool (paid),12,10,"Developer, back-end","1,000 to 4,999 employees",I have some influence,,,,Finland,EUR European Euro,81200.0,Elixir,Elixir;F#,Elixir,PostgreSQL,PostgreSQL,PostgreSQL,Microsoft Azure,Fly.io;Microsoft Azure,Microsoft Azure,Phoenix,Phoenix;React,Phoenix,,,,,,,Homebrew;Kubernetes;Podman;Terraform,Docker;Homebrew;Kubernetes;Podman;Terraform,Homebrew;Kubernetes;Podman;Terraform,Vim;Visual Studio Code,Vim;Visual Studio Code,Vim;Visual Studio Code,iOS;MacOS,MacOS,,,,,,,ChatGPT,ChatGPT;GitHub Copilot,ChatGPT,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,,"Yes, somewhat",Yes,Very favorable,Increase productivity;Speed up learning,Somewhat trust,"Good, but not great at handling complex tasks",,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,,
49037,I am a developer by profession,45-54 years old,"Independent contractor, freelancer, or self-employed",Remote,Apples,I don’t code outside of work,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","School (i.e., University, College, etc)",,,40,30,"Developer, full-stack",20 to 99 employees,I have little or no influence,,,Connected to an open source project,Finland,EUR European Euro,,Clojure;HTML/CSS,Clojure;HTML/CSS,Clojure;HTML/CSS,MongoDB,MongoDB,MongoDB,Google Cloud,Google Cloud,Google Cloud,React,React,React,,,,,,,,,,Emacs,Emacs,Emacs,MacOS,MacOS,Confluence;Jira;Markdown File,Confluence;Jira;Markdown File,Confluence;Jira;Markdown File,Microsoft Teams;Slack,Microsoft Teams;Slack,Microsoft Teams;Slack,,,,Stack Overflow,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions,"No, not at all","No, and I don't plan to",,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,,
49415,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Hobby;Contribute to open-source projects;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc)",Technical documentation;Blogs;Books;Written Tutorials;Social Media;How-to videos,API document(s) and/or SDK document(s);Traditional public search engine,12,7,Engineering manager,"5,000 to 9,999 employees",I have a great deal of influence,Start a free trial;Ask developers I know/work with;Research companies that have advertised on sites I visit,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Reputation for quality and excellence;Frequent updates to features,Finland,EUR European Euro,250000.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Objective-C;Ruby,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Objective-C;Swift;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Objective-C,BigQuery;Elasticsearch;MongoDB;PostgreSQL;Redis,BigQuery;Elasticsearch;MongoDB;PostgreSQL;Redis,BigQuery;Elasticsearch;MongoDB;PostgreSQL;Redis,"Amazon Web Services (AWS);Google Cloud;Linode, now Akamai","Google Cloud;Linode, now Akamai","Google Cloud;Linode, now Akamai",Express;Node.js;React;Ruby on Rails,Express;Next.js;Node.js;React,Express;Node.js;React,,,,,,,Docker;Homebrew;Kubernetes;Make;npm;Terraform,Docker;Homebrew;Kubernetes;Make;npm;Terraform,Docker;Homebrew;Kubernetes;Make;npm;Terraform,Nano;Visual Studio Code;Xcode,Nano;Visual Studio Code;Xcode,Nano;Visual Studio Code;Xcode,iOS;MacOS,MacOS,Airtable;GitHub Discussions;Jira,GitHub Discussions,GitHub Discussions,Slack;Zoom,Slack;Zoom,Slack;Zoom,ChatGPT,ChatGPT;GitHub Copilot,ChatGPT,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,Neutral,"No, and I don't plan to",,,,,,,,,,,,,,,,Yes,People manager,7.0,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,1-2 times a week,10+ times a week,3-5 times a week,Over 120 minutes a day,Over 120 minutes a day,Amount of technical debt;Tracking my work,Automated testing;Observability tools;AI-assisted technology tool(s);Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Innersource initiative,Cloud only (single or multi-cloud),Traditional public search engine,Other:,25.0,0.0,10.0,20.0,10.0,25.0,0.0,0.0,10.0,Appropriate in length,Easy,,7.0
49432,I am a developer by profession,55-64 years old,"Employed, full-time",Remote,Apples,I don’t code outside of work,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow,API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine,41,26,"Senior Executive (C-Suite, VP, etc.)",10 to 19 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Is set up to be customized and needs to be engineered into a usable product,Integrated developer community;Reputation for quality and excellence;Frequent updates to features,Finland,EUR European Euro,,HTML/CSS;JavaScript,HTML/CSS;JavaScript;Prolog,HTML/CSS;JavaScript,PostgreSQL,,,Amazon Web Services (AWS);Google Cloud,Amazon Web Services (AWS),Amazon Web Services (AWS),jQuery;Node.js,Node.js,Node.js,,,,,,,npm;Webpack,Webpack,Webpack,Android Studio;Notepad++;Visual Studio Code,Visual Studio Code,Visual Studio Code,Other (please specify):,Other (please specify):,Jira;Markdown File,Markdown File,Markdown File,Google Meet;Slack,Google Meet,Google Meet,,,,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques;Learning new-to-everyone technology/techniques,"No, not really","No, and I don't plan to",,,,,,,,,,,,,,,,Yes,People manager,35.0,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,1-2 times a week,3-5 times a week,Never,Over 120 minutes a day,60-120 minutes a day,None of these,DevOps function;Observability tools;Knowledge sharing community;Developer portal or other central places to find tools/services,Cloud only (single or multi-cloud),Traditional public search engine,Software Development,5.0,0.0,0.0,5.0,0.0,90.0,0.0,0.0,0.0,Appropriate in length,Easy,,10.0
49433,I am learning to code,18-24 years old,"Student, full-time",,Apples,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification","Technical documentation;Stack Overflow;How-to videos;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges)",API document(s) and/or SDK document(s),9,,"Developer, back-end",,,,,,Finland,,,Python,Rust;Zig,,MySQL;PostgreSQL;Supabase,Elasticsearch;Redis,,Cloudflare;PythonAnywhere;Supabase,,,WordPress,,,Cargo;GNU GCC;LLVM's Clang;Rasberry Pi,,,CUDA;NumPy;Opencv;Qt;Torch/PyTorch,SwiftUI;Tauri;TensorFlow,,Docker;Homebrew;Kubernetes;Make;Pip,,,Nano;Neovim;Qt Creator;Visual Studio Code,,,MacOS;Windows,,GitHub Discussions,,,Discord;Signal,,,Visual Studio Intellicode,,,Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,Quickly finding code solutions;Learning new-to-me technology/techniques;Learning new-to-everyone technology/techniques,Neutral,Yes,Unfavorable,Speed up learning,Highly distrust,Very poor at handling complex tasks,Documenting code;Debugging and getting help;Search for answers;Generating content or synthetic data,Learning about a codebase;Project planning,Writing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics,Documenting code;Debugging and getting help;Search for answers;Generating content or synthetic data,,,,,No,Circulating misinformation or disinformation;Energy demand,Don’t trust the output or answers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Too long,Easy,,
49565,I code primarily as a hobby,18-24 years old,"Not employed, and not looking for work",,Apples,,Something else,"Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc)","Technical documentation;Blogs;Written Tutorials;Coding sessions (live or recorded);Social Media;How-to videos;AI;Online challenges (e.g., daily or weekly coding challenges);Other (Please specify):",API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base;Traditional public search engine;AI-powered search/dev tool (free);Other (please specify):,14,,Other (please specify):,,,,,,Finland,,,C#;Zig,Go;Zig,Zig,,,,,,,,,,,,,.NET (5+) ;OpenGL;Roslyn,OpenCL;OpenGL,OpenGL,Godot;NuGet,Godot,Godot,Visual Studio;Visual Studio Code,Visual Studio Code,Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),Ubuntu;Windows Subsystem for Linux (WSL);Other (please specify):,GitHub Discussions;Markdown File;Obsidian,GitHub Discussions;Markdown File;Obsidian,GitHub Discussions;Markdown File;Obsidian,Discord,Discord,Discord,Bing AI;ChatGPT,Bing AI;ChatGPT;OpenAI Codex,Bing AI;ChatGPT,Stack Overflow;Stack Exchange,Less than once per month or monthly,Yes,I have never participated in Q&A on Stack Overflow,,"No, not at all",Yes,Indifferent,Speed up learning;Other (please specify):,Highly distrust,Very poor at handling complex tasks,Learning about a codebase;Debugging and getting help;Testing code;Search for answers,Writing code;Documenting code,Project planning;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data,Learning about a codebase;Debugging and getting help;Testing code;Search for answers,,,,,No,Energy demand;Other (please specify):,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge;Lack of proper training and education on new tools;We don’t have the right policies in place to reduce security risks;Other (please specify):;They create more work (more code/PRs to review, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,,
